complaint_id,customer_id,complaint_type,complaint_date,status,resolution_days,priority
406,12585,Customer Service,2023-07-11 05:12:37,Open,,Medium
407,12084,SIM Activation,2024-11-09 06:44:35,Open,,Critical
408,32082,Porting Issue,2023-10-19 17:46:54,Resolved,2,Low
409,9809,Data Not Working,2023-11-23 17:10:18,In Progress,,Low
410,31475,Slow Internet,2024-07-13 16:19:28,Escalated,,High
411,6163,Call Drop,2024-07-05 09:43:00,Open,,Critical
412,42313,Slow Internet,2023-01-23 11:53:18,In Progress,,High
413,40509,Customer Service,2024-03-20 08:25:13,Open,,High
414,15325,Porting Issue,2025-06-04 09:44:20,Resolved,12,Low
415,22022,Billing Dispute,2023-03-16 13:27:01,Resolved,13,High
416,16546,SIM Activation,2023-03-04 01:14:40,Closed,2,Low
417,3266,Billing Dispute,2025-09-13 23:00:09,Resolved,8,High
418,9272,Call Drop,2024-02-02 06:28:55,Closed,10,Medium
419,13198,Slow Internet,2024-12-15 02:08:22,Resolved,5,Critical
420,6981,Signal Not Available,2024-05-21 20:19:45,In Progress,,Critical
421,26491,Signal Not Available,2024-03-07 22:32:33,Closed,6,Low
422,20528,Data Not Working,2025-07-26 07:10:10,Closed,8,Critical
423,19682,Porting Issue,2026-05-05 01:45:47,Resolved,1,Low
424,15288,Slow Internet,2026-06-01 08:40:33,In Progress,,Low
425,2900,Billing Dispute,2025-07-02 08:13:36,Resolved,0,Medium
426,48322,Customer Service,2023-12-28 15:55:18,Open,,High
427,32615,Slow Internet,2023-01-31 20:04:24,Resolved,7,Critical
428,22845,Porting Issue,2024-09-02 23:12:11,Escalated,,Low
429,8292,Refund Request,2023-12-10 22:53:38,Closed,10,High
430,43923,Porting Issue,2024-05-12 20:26:20,Closed,3,Critical
431,34883,Network Issue,2024-09-06 15:59:10,Closed,6,Critical
432,31482,SIM Activation,2026-02-28 08:14:21,Resolved,11,Critical
433,33944,Data Not Working,2024-12-30 01:08:35,Closed,8,High
434,31602,Data Not Working,2024-07-11 08:23:38,Closed,8,High
435,7577,Refund Request,2026-01-20 17:09:16,Resolved,6,High
436,26218,Data Not Working,2026-02-04 09:13:09,Escalated,,Medium
437,23076,Slow Internet,2023-06-21 03:23:38,Resolved,0,Medium
438,23685,Billing Dispute,2026-05-11 00:07:09,Resolved,15,Critical
439,19837,Slow Internet,2024-09-21 08:38:26,Resolved,10,High
440,33556,Data Not Working,2023-07-10 10:06:00,Open,,Critical
441,39812,Recharge Failure,2026-06-12 04:00:33,Open,,High
442,31984,Signal Not Available,2026-07-14 12:41:51,Closed,0,Medium
443,48320,Call Drop,2024-09-17 03:41:24,Resolved,15,Low
444,41659,Wrong Plan Charged,2024-02-07 19:04:12,In Progress,,Critical
445,4901,Billing Dispute,2024-09-23 08:46:11,In Progress,,Low
446,6522,Slow Internet,2026-06-27 00:04:31,In Progress,,Medium
447,39316,Slow Internet,2026-04-01 05:02:21,Escalated,,High
448,40817,Billing Dispute,2025-07-07 14:53:15,Closed,10,Low
449,44867,Data Not Working,2023-09-20 00:57:33,Closed,2,High
450,27596,SIM Activation,2024-05-01 20:38:39,Escalated,,Low
451,15064,Recharge Failure,2023-02-01 21:16:38,Resolved,2,Critical
452,44035,Customer Service,2024-10-27 11:18:37,Escalated,,Medium
453,15139,Call Drop,2026-07-01 02:57:47,Open,,Low
454,7607,Recharge Failure,2024-12-14 12:04:31,Open,,Critical
455,36633,Slow Internet,2025-09-28 14:40:25,In Progress,,Medium
456,11888,Customer Service,2024-07-03 08:12:41,Closed,10,Critical
457,36497,Recharge Failure,2026-04-09 15:48:42,Resolved,5,Critical
458,37137,Refund Request,2024-05-26 15:37:52,In Progress,,Critical
459,22714,Billing Dispute,2026-06-04 05:02:44,Closed,5,High
460,38093,Signal Not Available,2025-04-12 03:24:24,In Progress,,Critical
461,30532,Call Drop,2026-01-08 16:57:14,Escalated,,Medium
462,730,Refund Request,2024-04-16 19:50:09,Escalated,,Low
463,29543,Billing Dispute,2026-06-19 03:40:43,Resolved,2,High
464,12679,SIM Activation,2024-10-29 11:10:32,Resolved,0,Medium
465,45518,Customer Service,2024-03-02 01:19:46,Resolved,13,High
466,33651,Call Drop,2025-07-23 21:47:26,In Progress,,Low
467,22593,Refund Request,2024-01-30 19:43:43,Open,,High
468,43700,Data Not Working,2023-11-21 14:45:07,In Progress,,Medium
469,41375,Porting Issue,2025-05-13 10:07:12,Open,,Medium
470,38871,Refund Request,2025-05-05 16:30:36,In Progress,,High
471,4736,SIM Activation,2025-11-20 06:45:18,Open,,Critical
472,42516,Wrong Plan Charged,2025-12-25 02:24:01,Open,,High
473,28433,Network Issue,2026-06-15 03:20:58,Closed,3,Low
474,14989,Data Not Working,2024-09-20 07:18:17,In Progress,,Medium
475,12906,Network Issue,2024-11-26 16:04:22,Escalated,,Medium
476,5717,Billing Dispute,2023-10-01 05:12:33,In Progress,,Medium
477,18612,Slow Internet,2024-06-01 22:20:57,Escalated,,Critical
478,7885,Slow Internet,2025-12-03 20:45:41,In Progress,,Critical
479,12899,Network Issue,2026-06-30 20:12:43,Closed,4,High
480,10073,Customer Service,2025-06-06 23:25:33,Closed,8,Critical
481,19268,Data Not Working,2025-06-28 07:58:42,Escalated,,Medium
482,30718,Customer Service,2025-05-05 02:46:24,In Progress,,Critical
483,11788,Billing Dispute,2023-08-03 14:08:10,Closed,4,Low
484,15891,Porting Issue,2025-10-18 21:10:04,In Progress,,Critical
485,33732,Signal Not Available,2025-04-03 12:19:26,Resolved,9,High
486,36315,Customer Service,2023-05-19 06:47:07,Resolved,4,Critical
487,26830,Recharge Failure,2024-05-18 08:27:45,Escalated,,Critical
488,13657,Refund Request,2024-06-07 13:40:33,Open,,Medium
489,34771,Porting Issue,2025-01-12 10:38:43,Closed,2,Critical
490,26712,Billing Dispute,2023-01-12 09:29:36,Resolved,2,Critical
491,17148,Data Not Working,2025-12-30 13:55:00,In Progress,,Low
492,27195,Billing Dispute,2026-03-09 01:02:14,Escalated,,Critical
493,5850,Call Drop,2025-05-26 09:27:11,In Progress,,Low
494,1727,Data Not Working,2025-01-05 15:44:08,Open,,Low
495,40685,Wrong Plan Charged,2023-07-17 12:47:06,Resolved,13,Critical
496,23451,Wrong Plan Charged,2023-05-29 13:27:10,Closed,14,High
497,10690,Data Not Working,2025-02-01 07:25:47,In Progress,,High
498,2501,Network Issue,2024-03-21 16:52:30,Resolved,10,High
499,4084,Billing Dispute,2024-09-02 19:16:52,Open,,Critical
500,46898,Signal Not Available,2025-02-11 17:26:58,Open,,High
501,16072,Customer Service,2025-04-17 00:09:44,Closed,3,Critical
502,48013,Billing Dispute,2024-05-28 04:57:22,Open,,Critical
503,12473,Wrong Plan Charged,2023-03-12 15:49:25,Escalated,,Medium
504,24499,Signal Not Available,2023-09-09 03:40:01,In Progress,,High
505,24089,Refund Request,2024-06-11 03:10:55,Escalated,,Low
506,37930,Recharge Failure,2025-08-17 22:11:19,Resolved,3,Medium
507,1232,Customer Service,2025-10-11 15:39:33,Open,,Critical
508,17500,Recharge Failure,2025-09-28 16:33:05,Open,,Medium
509,43121,Recharge Failure,2026-06-17 09:53:35,In Progress,,Critical
510,14344,Wrong Plan Charged,2025-03-27 21:40:22,Escalated,,Critical
511,1769,Slow Internet,2025-03-24 04:18:45,Open,,Low
512,28866,Customer Service,2025-05-27 02:24:18,In Progress,,Medium
513,6156,Signal Not Available,2024-11-30 10:45:42,Open,,High
514,6455,Signal Not Available,2025-05-26 00:11:53,Resolved,10,High
515,31766,SIM Activation,2025-04-29 03:09:14,Open,,High
516,7064,Recharge Failure,2023-02-11 17:10:14,Escalated,,Medium
517,29684,Network Issue,2023-07-16 06:02:06,Open,,Low
518,29477,Recharge Failure,2023-07-25 04:59:40,Closed,12,Low
519,5494,Refund Request,2025-10-29 06:45:10,Escalated,,High
520,17535,Porting Issue,2026-06-10 02:40:50,In Progress,,Medium
521,11598,Slow Internet,2024-09-08 04:54:26,Closed,14,Critical
522,35752,SIM Activation,2025-01-05 08:45:50,Resolved,3,High
523,20662,Billing Dispute,2023-04-30 10:12:05,Escalated,,Critical
524,32256,Data Not Working,2023-09-22 00:35:35,Closed,6,Critical
525,8589,Wrong Plan Charged,2025-01-21 01:35:22,In Progress,,High
526,27514,Recharge Failure,2024-10-24 12:57:34,In Progress,,High
527,21803,Customer Service,2023-03-09 08:01:08,Closed,7,Critical
528,2468,Signal Not Available,2025-03-05 00:45:27,Escalated,,Low
529,6629,Call Drop,2026-07-11 05:55:27,Resolved,1,Medium
530,22098,Porting Issue,2023-06-23 23:31:00,Resolved,15,Low
531,22884,SIM Activation,2023-07-09 02:07:06,Resolved,8,Medium
532,18413,Recharge Failure,2025-06-19 02:25:11,Closed,5,High
533,19457,Wrong Plan Charged,2025-04-10 05:57:41,Open,,Critical
534,40887,Data Not Working,2023-03-29 00:06:01,Resolved,12,High
535,42511,Signal Not Available,2024-03-22 12:57:11,Open,,Medium
536,14368,Network Issue,2023-09-07 06:59:18,Closed,11,Low
537,2835,Slow Internet,2026-02-16 11:30:28,Open,,High
538,42051,Wrong Plan Charged,2024-01-09 09:31:41,Open,,Medium
539,49414,Data Not Working,2023-06-30 21:40:13,Open,,Medium
540,8814,Billing Dispute,2023-07-18 18:29:42,In Progress,,High
541,25610,Signal Not Available,2024-12-16 10:20:15,Open,,Medium
542,30571,Call Drop,2026-03-25 00:09:33,Resolved,3,High
543,21014,Customer Service,2023-12-30 00:21:34,Escalated,,High
544,6363,Data Not Working,2025-09-11 03:33:21,Escalated,,Medium
545,39529,Call Drop,2023-03-06 04:40:28,Resolved,12,High
546,8876,Refund Request,2024-04-23 21:22:40,Closed,15,High
547,5548,Customer Service,2024-11-20 05:04:02,In Progress,,Critical
548,29827,Data Not Working,2023-10-30 21:24:00,Open,,Low
549,32528,Wrong Plan Charged,2024-10-22 13:38:35,Closed,6,Critical
550,29092,Call Drop,2023-06-30 04:58:23,Open,,Critical
551,41330,Recharge Failure,2023-11-01 04:04:05,Closed,7,High
552,49883,Signal Not Available,2024-02-12 18:29:29,Resolved,13,High
553,28345,Recharge Failure,2023-04-22 03:58:30,In Progress,,Low
554,31990,Call Drop,2023-04-29 01:43:12,Resolved,1,Low
555,1685,Billing Dispute,2024-11-07 01:00:01,Escalated,,Critical
556,35718,Slow Internet,2025-05-21 14:15:45,Resolved,3,Low
557,11315,Refund Request,2024-05-11 05:56:50,Resolved,8,Medium
558,16497,Slow Internet,2023-07-04 16:08:13,In Progress,,Low
559,45404,Wrong Plan Charged,2023-07-12 11:29:39,Resolved,2,Low
560,11181,Data Not Working,2026-04-06 12:48:48,In Progress,,High
561,22161,Billing Dispute,2023-11-07 14:40:50,Closed,8,Medium
562,4776,Signal Not Available,2025-09-04 18:21:16,In Progress,,Low
563,31613,Network Issue,2025-06-18 16:07:11,Open,,Medium
564,32454,Customer Service,2023-06-03 19:02:09,Open,,High
565,37014,Wrong Plan Charged,2025-11-03 11:30:01,Open,,Medium
566,40163,Slow Internet,2025-01-18 11:07:15,Resolved,13,Critical
567,15593,Call Drop,2024-11-25 20:35:02,In Progress,,Medium
568,1152,Network Issue,2023-10-17 20:02:29,Escalated,,Low
569,36215,Signal Not Available,2025-12-03 18:35:17,Closed,4,Critical
570,6394,Call Drop,2023-12-17 16:02:05,In Progress,,High
571,48326,Refund Request,2025-06-15 00:13:18,Open,,High
572,39262,Customer Service,2026-02-09 19:31:14,Open,,Medium
573,29867,SIM Activation,2024-11-27 05:58:22,Closed,4,High
574,7081,Customer Service,2023-05-05 00:15:21,Open,,High
575,11378,Porting Issue,2025-04-12 19:16:30,Open,,Critical
576,16457,Signal Not Available,2023-11-08 13:13:15,Resolved,3,Medium
577,42035,Slow Internet,2024-04-03 21:13:28,Escalated,,Low
578,10767,Call Drop,2024-12-14 05:06:07,Resolved,12,Medium
579,18324,SIM Activation,2025-10-05 02:34:10,Resolved,11,Critical
580,7926,Network Issue,2023-04-03 11:44:29,Resolved,2,Critical
581,47064,Billing Dispute,2024-08-30 15:26:39,Open,,Low
582,27664,Refund Request,2025-12-02 13:20:39,Closed,11,Critical
583,15637,Wrong Plan Charged,2025-06-18 02:50:37,Closed,12,High
584,43697,Wrong Plan Charged,2023-10-29 15:28:24,In Progress,,Critical
585,8070,Recharge Failure,2023-04-30 10:14:55,Open,,Medium
586,15696,Recharge Failure,2026-05-07 17:17:28,Resolved,1,Critical
587,49120,SIM Activation,2025-06-05 20:33:15,Escalated,,High
588,29134,Billing Dispute,2024-03-27 11:28:22,Resolved,2,High
589,10125,Recharge Failure,2024-03-14 05:49:07,Resolved,12,High
590,32545,Wrong Plan Charged,2023-08-26 05:53:55,Escalated,,High
591,4598,Network Issue,2025-09-26 06:28:59,In Progress,,Low
592,8776,Network Issue,2024-04-27 18:09:51,Resolved,5,Medium
593,39840,Data Not Working,2025-11-13 21:27:09,Escalated,,Medium
594,12163,Network Issue,2026-01-28 16:15:41,Closed,5,High
595,25939,Data Not Working,2024-08-17 01:01:18,Resolved,1,Low
596,20611,Recharge Failure,2023-11-29 09:35:45,Escalated,,Low
597,19636,Refund Request,2024-06-09 18:15:29,Closed,15,Low
598,27977,Porting Issue,2026-02-07 20:50:05,Resolved,8,Low
599,9425,Signal Not Available,2026-03-02 00:41:41,Resolved,8,Medium
600,31207,Network Issue,2023-07-26 23:41:21,Escalated,,Low
601,2804,Signal Not Available,2023-04-05 15:18:05,Resolved,11,High
602,47154,Recharge Failure,2024-11-15 13:11:50,In Progress,,Critical
603,23942,Recharge Failure,2023-03-17 18:18:51,Open,,Medium
604,45760,Porting Issue,2023-09-07 12:25:16,Escalated,,Critical
605,4960,Slow Internet,2023-12-12 15:59:00,Escalated,,Low
606,45592,Recharge Failure,2025-09-04 11:44:47,Resolved,5,Low
607,11743,Signal Not Available,2023-06-08 08:17:02,Resolved,10,Low
608,21138,Recharge Failure,2026-04-30 00:42:39,Open,,Low
609,10374,Call Drop,2024-11-29 13:35:39,Resolved,9,Medium
610,35769,Wrong Plan Charged,2023-01-15 09:38:52,In Progress,,High
611,41315,Signal Not Available,2024-08-29 00:01:16,Open,,High
612,531,Slow Internet,2023-01-04 21:44:47,Open,,High
613,10788,Wrong Plan Charged,2023-06-01 09:02:49,Open,,Medium
614,12375,Billing Dispute,2025-05-19 22:58:16,Closed,9,Medium
615,42164,Wrong Plan Charged,2025-02-26 10:39:21,Closed,9,High
616,27235,Refund Request,2024-09-07 20:08:49,In Progress,,Low
617,40426,Billing Dispute,2025-05-05 04:45:18,Escalated,,Critical
618,16015,Slow Internet,2024-06-11 21:38:49,Open,,Low
619,8278,SIM Activation,2024-02-01 01:42:31,Resolved,6,Critical
620,25997,Signal Not Available,2025-01-14 15:15:05,Closed,13,Critical
621,49257,SIM Activation,2025-12-27 04:29:33,Closed,6,Low
622,39341,Porting Issue,2026-01-30 01:05:29,Closed,11,Critical
623,8794,Data Not Working,2026-07-26 19:04:36,Open,,Medium
624,5066,Network Issue,2025-06-12 22:27:09,Open,,Medium
625,20195,Billing Dispute,2025-10-16 15:47:39,Closed,8,Low
626,14523,Billing Dispute,2024-02-21 16:47:53,Resolved,2,High
627,8371,Wrong Plan Charged,2023-12-18 22:22:09,Open,,Critical
628,43672,Porting Issue,2024-07-21 09:40:42,Resolved,9,Medium
629,33694,Recharge Failure,2024-02-17 22:18:57,Escalated,,Low
630,22185,Customer Service,2023-05-05 06:53:05,Resolved,11,Low
631,3639,Recharge Failure,2023-01-13 01:35:44,Resolved,5,Critical
632,19230,Porting Issue,2025-08-19 18:19:44,Resolved,8,Low
633,32267,Network Issue,2024-05-22 10:02:32,Resolved,3,High
634,48853,Refund Request,2023-02-25 07:03:06,In Progress,,Critical
635,49670,Billing Dispute,2025-03-20 14:49:14,Open,,Low
636,43912,Recharge Failure,2026-05-19 05:59:15,Resolved,13,Critical
637,41312,Wrong Plan Charged,2023-08-15 10:58:45,Resolved,4,High
638,20504,Call Drop,2023-03-29 15:39:31,In Progress,,Low
639,38287,SIM Activation,2025-07-24 00:56:02,In Progress,,Medium
640,14471,Network Issue,2024-11-08 17:40:05,In Progress,,Critical
641,28799,Porting Issue,2025-06-14 02:42:15,Resolved,5,High
642,36185,Billing Dispute,2024-11-12 01:22:37,Escalated,,Critical
643,43060,Refund Request,2024-04-11 08:58:34,Resolved,9,Low
644,7608,Slow Internet,2024-09-09 07:49:53,Escalated,,High
645,8331,Billing Dispute,2024-03-28 23:44:13,Resolved,15,High
646,26503,Customer Service,2023-02-23 14:59:52,Open,,Critical
647,48093,Customer Service,2024-07-22 19:28:37,Resolved,1,Medium
648,5111,Signal Not Available,2025-03-17 02:08:36,Resolved,0,Medium
649,42793,Network Issue,2023-06-22 04:41:02,In Progress,,Critical
650,21782,SIM Activation,2023-08-01 03:22:55,Escalated,,Low
651,43131,Network Issue,2023-10-24 15:15:09,Escalated,,Low
652,19537,Wrong Plan Charged,2024-02-02 21:50:15,Resolved,15,Medium
653,17523,Refund Request,2023-02-26 06:37:09,Open,,Critical
654,8567,Network Issue,2024-06-11 11:10:47,Escalated,,Medium
655,33636,Slow Internet,2026-07-13 11:09:58,Closed,14,Medium
656,36189,Call Drop,2025-05-06 21:12:26,In Progress,,Medium
657,7059,Billing Dispute,2025-03-21 02:56:40,Escalated,,High
658,7930,SIM Activation,2024-07-03 22:59:46,Closed,6,Medium
659,19666,Data Not Working,2023-01-11 17:17:05,Resolved,0,Low
660,28878,Call Drop,2024-05-29 23:05:50,In Progress,,Medium
661,38511,Recharge Failure,2024-06-16 05:00:06,Resolved,8,Medium
662,26922,Refund Request,2025-05-09 11:11:55,Resolved,12,Critical
663,44824,Data Not Working,2026-03-11 04:02:14,Escalated,,Medium
664,15585,Recharge Failure,2024-04-01 06:44:17,Open,,High
665,9908,Data Not Working,2023-12-10 16:32:52,In Progress,,Medium
666,37234,Refund Request,2024-02-19 22:00:20,Resolved,10,Medium
667,34307,SIM Activation,2026-02-02 02:11:37,Resolved,10,Low
668,31301,SIM Activation,2025-06-06 11:45:42,In Progress,,Critical
669,47376,Refund Request,2025-10-30 00:08:01,In Progress,,Critical
670,28285,Recharge Failure,2024-01-25 11:43:36,In Progress,,Medium
671,20369,Call Drop,2024-05-08 03:04:43,In Progress,,Critical
672,13491,Refund Request,2023-02-25 18:37:22,Open,,Low
673,20785,Recharge Failure,2023-07-31 23:44:01,Escalated,,Low
674,18164,Wrong Plan Charged,2025-01-15 12:55:25,In Progress,,Medium
675,49540,Slow Internet,2026-01-31 02:03:06,Closed,14,Critical
676,32915,Network Issue,2026-04-23 17:44:33,Resolved,5,Medium
677,19588,Porting Issue,2025-11-11 08:53:49,In Progress,,High
678,31702,Slow Internet,2023-07-16 18:22:47,In Progress,,High
679,14891,Network Issue,2025-02-03 18:17:42,Escalated,,Low
680,4693,Network Issue,2025-11-13 07:21:00,Resolved,9,High
681,18724,Network Issue,2026-06-19 21:00:44,Resolved,1,Medium
682,3541,Porting Issue,2025-10-23 00:08:35,Closed,10,Medium
683,42694,Refund Request,2024-04-09 09:44:01,Open,,High
684,46184,Wrong Plan Charged,2025-10-05 17:36:55,In Progress,,Critical
685,13562,Billing Dispute,2024-03-09 03:18:24,Open,,Critical
686,42614,Data Not Working,2024-07-27 16:50:46,In Progress,,Medium
687,12327,Call Drop,2025-08-20 11:38:49,Open,,Low
688,43697,Recharge Failure,2026-05-27 23:32:53,Open,,Critical
689,5634,Slow Internet,2026-01-11 15:16:38,In Progress,,Medium
690,45309,Slow Internet,2024-01-12 14:07:36,Closed,4,Low
691,22428,SIM Activation,2024-07-11 13:18:22,Closed,12,Critical
692,39220,Signal Not Available,2025-10-04 04:59:53,Escalated,,High
693,671,Network Issue,2025-04-05 16:40:57,Closed,2,Critical
694,4040,Network Issue,2024-01-15 05:04:31,Resolved,7,High
695,37112,Refund Request,2025-10-11 14:19:53,Open,,Low
696,21519,Recharge Failure,2024-06-10 10:49:37,Resolved,9,Low
697,11127,Network Issue,2025-01-26 00:11:07,Closed,10,Critical
698,3595,Signal Not Available,2026-01-17 13:45:46,Resolved,11,High
699,32763,Data Not Working,2024-08-25 02:42:33,In Progress,,Medium
700,12251,Network Issue,2024-03-31 08:14:34,In Progress,,Critical
701,9387,Porting Issue,2025-01-05 18:38:11,Open,,Low
702,3088,Wrong Plan Charged,2025-02-04 04:30:40,In Progress,,Critical
703,6444,Recharge Failure,2023-07-06 06:35:25,Closed,8,Low
704,4825,Refund Request,2023-01-08 02:29:20,In Progress,,Medium
705,22283,Network Issue,2026-01-06 17:28:24,Open,,Medium
706,31232,Signal Not Available,2023-11-25 06:07:27,Closed,12,Medium
707,46419,Call Drop,2025-07-24 11:13:30,Closed,4,High
708,49194,SIM Activation,2024-06-29 01:16:32,Closed,3,Critical
709,30671,Billing Dispute,2024-12-06 07:30:09,Closed,14,Medium
710,11436,Customer Service,2026-03-13 09:49:20,Resolved,3,High
711,4847,Customer Service,2023-04-10 09:13:03,Closed,2,Low
712,38717,Data Not Working,2026-01-25 22:10:45,Resolved,6,Medium
713,28886,Data Not Working,2023-07-24 07:08:31,Escalated,,Critical
714,12361,Network Issue,2025-05-04 10:12:52,Resolved,14,Low
